GENE_ID	NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1	NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1	NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1	NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1	NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1	NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1	NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1	NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1
ENSG00000145649	595	52	1337	575	1709	683	1196	182
ENSG00000145675	4191	2618	8806	2455	18876	7472	4065	3277
ENSG00000145681	289	3	112	18	33	110	6	14
ENSG00000145685	4152	1269	4728	5967	8200	6775	4502	3447
ENSG00000145687	1956	1404	3787	940	2959	2120	2041	1417
ENSG00000145692	9	822	20	7	27	71	9	52
ENSG00000145700	18	44	35	14	33	31	18	10
ENSG00000145703	1475	392	2618	982	4202	1502	1303	614
ENSG00000145708	13	3	60	18	29	10	46	26
ENSG00000145715	3711	3261	4437	3868	5291	3452	2637	3324
ENSG00000145721	6	2	28	8	13	10	1	16
ENSG00000145723	363	513	607	371	663	379	265	373
ENSG00000145725	3019	2624	3352	2769	3916	2595	2017	4244
ENSG00000145730	10624	21421	14627	13724	16305	10924	8826	19321
ENSG00000145734	2861	2379	2623	2976	3328	3187	2103	2060
ENSG00000145736	28	41	372	358	374	301	104	114
ENSG00000145740	3714	6039	4647	4938	4780	3935	2926	4050
ENSG00000145741	14408	19293	15968	20848	16066	12885	15038	11586
ENSG00000145743	1945	2344	2334	899	2411	1640	1275	956
ENSG00000145757	22	20	40	37	39	34	14	41
ENSG00000145777	288	41	117	10	175	161	197	53
ENSG00000145779	2679	1076	2851	1687	3518	1413	2133	1593
ENSG00000145780	4314	2730	2858	3501	4356	4256	4493	1452
ENSG00000145781	929	1528	1086	808	1178	978	879	661
ENSG00000145782	2771	3693	3442	2535	3831	2676	2300	2016
ENSG00000145794	3	21	17	5	14	8	9	5
ENSG00000145808	4	4	10	6	12	1	13	0
ENSG00000145817	2753	3305	3586	3329	4019	2551	2395	4161
ENSG00000145819	3103	9709	2964	1919	4063	3295	2188	1396
ENSG00000145824	144	581	832	938	1188	481	249	2770
ENSG00000145826	0	2	1	0	0	0	0	1
ENSG00000145832	0	5	7	2	10	8	0	55
ENSG00000145833	3913	6314	4543	5559	5757	4431	2750	3384
ENSG00000145835	0	0	0	1	0	0	0	0
ENSG00000145839	0	0	0	0	0	0	0	0
ENSG00000145850	163	202	36	110	143	14	23	21
ENSG00000145860	28141	41622	13699	7730	17482	16491	17304	13406
ENSG00000145861	256	46	648	63	416	190	420	133
ENSG00000145863	0	0	0	0	0	0	1	0
ENSG00000145864	342	23	115	44	228	198	129	31
ENSG00000145868	3635	5057	4198	2940	4352	2905	2973	4024
ENSG00000145879	9	6	3	3	2	0	4	2
ENSG00000145882	619	591	1253	505	1609	800	648	555
ENSG00000145888	1	6	0	1	1	4	0	1
ENSG00000145901	12679	12180	12345	8463	15449	11757	11609	7698
ENSG00000145907	9435	9987	9859	10174	11051	10737	7527	6884
ENSG00000145908	413	140	452	744	839	521	298	1544
ENSG00000145911	1453	1738	1931	583	3049	1790	543	515
ENSG00000145912	1783	4067	2038	3315	2098	1639	1746	1938
ENSG00000145916	3326	6244	4201	2375	4170	3394	2603	2674
ENSG00000145919	2044	2401	2466	1912	2534	2269	2234	2605
ENSG00000145920	0	9	34	64	33	3	7	6
ENSG00000145934	130	31	127	19	469	142	101	72
ENSG00000145936	405	199	840	488	1013	886	349	315
ENSG00000145945	326	763	1023	721	818	410	321	448
ENSG00000145949	280	267	324	176	470	566	277	358
ENSG00000145975	0	0	5	0	0	0	0	0
ENSG00000145979	527	765	600	643	559	422	284	692
ENSG00000145982	826	827	1091	521	1107	810	956	779
ENSG00000145990	1493	799	3757	399	6125	2714	1604	572
ENSG00000145996	1045	1212	1622	1041	1502	1218	909	1223
ENSG00000146001	15	12	43	12	43	24	18	25
ENSG00000146005	20	5	39	9	25	23	10	10
ENSG00000146006	63	24	71	13	143	52	39	12
ENSG00000146007	3760	5007	4322	2785	3942	3076	3103	2842
ENSG00000146013	266	5837	157	56	27	329	11	3042
ENSG00000146021	910	624	1867	978	1449	1072	828	766
ENSG00000146038	1035	295	1127	129	905	660	516	14
ENSG00000146039	1	1	0	0	0	0	0	0
ENSG00000146047	0	1	0	0	0	0	0	0
ENSG00000146049	60	32	96	8	101	61	40	3
ENSG00000146054	214	139	460	81	676	544	401	70
ENSG00000146063	3225	7613	5174	2775	4862	3353	2311	3990
ENSG00000146066	3026	5050	3385	2792	3806	1958	2856	2279
ENSG00000146067	7869	8297	10868	3135	11615	8049	5498	10157
ENSG00000146070	424	188	616	766	1397	815	358	764
ENSG00000146072	3822	42720	5301	15129	4822	5135	3153	9997
ENSG00000146083	4864	8102	9429	5531	10940	6628	4858	9568
ENSG00000146085	2640	4804	3344	1971	2608	1799	1848	2641
ENSG00000146090	2	2	13	17	5	1	1	5
ENSG00000146094	2150	617	2560	2006	3436	1262	1337	1067
ENSG00000146109	1801	2306	1966	1296	1958	1580	2012	1214
ENSG00000146112	6879	1357	6250	7425	8920	5871	6905	3332
ENSG00000146122	4350	16123	5208	1007	8118	6172	3228	6322
ENSG00000146143	414	494	683	540	740	455	354	549
ENSG00000146147	0	1	13	3	7	2	4	8
ENSG00000146151	221	38	393	86	576	220	215	252
ENSG00000146166	17	3283	111	732	131	3981	56	8392
ENSG00000146192	2295	439	3595	1990	7617	2159	1671	1250
ENSG00000146197	239	488	359	20398	324	485	107	9721
ENSG00000146205	75	177	110	254	118	106	56	111
ENSG00000146215	52	77	133	25	101	73	39	61
ENSG00000146216	10	61	30	73	30	19	15	114
ENSG00000146221	86	3	1577	251	287	75	42	13
ENSG00000146223	5727	8906	7275	12218	7139	6525	4591	5143
ENSG00000146232	3954	1519	1179	1528	1477	1478	2054	1243
ENSG00000146233	352	559	584	88	461	316	293	826
ENSG00000146242	1122	4115	1436	2403	1737	1076	1136	2614
ENSG00000146243	366	673	704	242	938	409	242	507
ENSG00000146247	4699	5229	5649	4206	6824	4560	3203	5276
ENSG00000146250	131	9	225	22	126	82	163	273
ENSG00000146263	362	455	652	855	849	453	252	1070
ENSG00000146267	254	1190	341	830	295	246	223	1187
ENSG00000146276	0	2	4	6	3	3	1	1
ENSG00000146278	19674	8554	12086	6377	21681	10508	23916	7501
ENSG00000146281	1670	1515	1569	2271	1980	1595	949	2962
ENSG00000146282	2762	3306	3078	2004	3138	2640	2573	2863
ENSG00000146285	255	28	449	176	2042	321	277	87
ENSG00000146350	337	262	518	228	379	286	271	704
ENSG00000146352	6	0	1	0	0	1	0	0
ENSG00000146360	0	2	0	0	0	0	0	1
ENSG00000146373	2281	2184	2321	502	2982	1859	2079	662
ENSG00000146374	144	35	671	81	659	221	361	153
ENSG00000146376	8959	1261	11288	4683	8568	8672	4873	4688
ENSG00000146378	0	0	0	0	0	0	0	0
ENSG00000146383	0	0	0	0	0	0	0	0
ENSG00000146385	0	0	0	0	0	0	0	0
ENSG00000146386	1180	1580	1213	1663	1854	926	911	1777
ENSG00000146399	0	0	1	0	1	0	2	0
ENSG00000146409	882	1900	1548	683	1447	705	839	2112
ENSG00000146410	96	123	131	207	136	35	98	81
ENSG00000146411	888	310	1636	632	910	798	589	295
ENSG00000146414	1345	1202	1767	1298	1930	1354	785	1527
ENSG00000146416	1681	3376	2796	2044	2252	1716	1728	2133
ENSG00000146425	4846	9444	4238	4884	3890	2875	4174	3408
ENSG00000146426	1019	986	1678	750	1599	1040	1062	1374
ENSG00000146433	5281	14380	4595	4114	5859	6313	3092	5852
ENSG00000146453	18	24	84	27	19	17	28	73
ENSG00000146457	11301	8441	6855	4418	7806	7238	12117	4959
ENSG00000146463	3781	5906	4436	4762	5244	4265	2401	4059
ENSG00000146469	279	73	292	35	143	173	106	29
ENSG00000146476	2534	3687	2510	2224	3018	1651	1403	2043
ENSG00000146477	6386	9103	2827	2298	4717	4912	1863	10807
ENSG00000146521	42	29	274	35	105	58	50	98
ENSG00000146530	91	318	134	365	67	51	17	18
ENSG00000146535	4221	3732	5385	6183	6152	3927	4021	5131
ENSG00000146540	3857	8317	3637	5494	3438	3207	3163	4044
ENSG00000146555	807	4173	2756	948	2623	1981	933	11911
ENSG00000146556	426	1378	1362	632	740	572	331	776
ENSG00000146574	866	1064	1564	2297	1629	1482	481	928
ENSG00000146576	2463	3474	3073	2312	3207	2590	1950	3551
ENSG00000146587	1346	1616	1602	2251	1907	1737	997	1887
ENSG00000146592	2589	490	893	478	1280	2168	3233	535
ENSG00000146618	0	0	0	0	0	0	0	0
ENSG00000146648	10664	7224	9733	10123	12067	8971	6878	8584
ENSG00000146666	8	7	18	12	3	4	4	5
ENSG00000146670	93	129	181	1690	212	85	105	265
ENSG00000146674	1976	7290	2860	7522	4263	4244	6070	12497
ENSG00000146676	5887	5234	4819	4125	5597	7501	4764	4574
ENSG00000146677	297	306	199	203	139	177	221	182
ENSG00000146678	6	2	0	8	4	44	1	3
ENSG00000146700	59	133	130	230	129	92	69	259
ENSG00000146701	5714	11921	7071	18379	7240	6135	4607	5777
ENSG00000146707	943	1647	1158	1275	1010	867	612	455
ENSG00000146722	7	3	12	0	7	8	3	7
ENSG00000146729	4424	8704	5791	3482	4989	4531	3396	3534
ENSG00000146731	7302	9696	7224	10653	7880	10752	5978	8226
ENSG00000146733	373	792	793	568	588	596	217	522
ENSG00000146755	15	26	28	39	38	14	5	13
ENSG00000146757	373	549	717	1909	869	487	386	701
ENSG00000146776	738	1391	1534	536	1825	872	523	803
ENSG00000146802	3571	4244	3634	2470	3937	3423	2232	2923
ENSG00000146809	0	0	0	1	4	7	1	5
ENSG00000146826	2167	5348	2496	1859	2688	1711	1503	2800
ENSG00000146828	3412	6671	5126	3821	5742	3487	2726	4728
ENSG00000146830	9152	25116	17089	7655	18274	9805	6225	16939
ENSG00000146833	2639	3744	3799	1871	4681	2661	2071	2401
ENSG00000146834	5473	6319	4076	2224	4706	3835	5333	1707
ENSG00000146839	1	1	0	4	1	0	0	1
ENSG00000146842	1512	1606	1893	3266	2351	1458	1123	1229
ENSG00000146856	164	235	395	104	304	291	148	120
ENSG00000146857	1	5	2	1	1	33	3	0
ENSG00000146858	213	626	338	1097	590	884	65	618
ENSG00000146859	2451	2012	4534	1316	5009	3243	2069	1176
ENSG00000146872	2607	2864	3159	3204	3655	2563	2216	2966
ENSG00000146904	606	4561	1093	2488	1426	917	769	1084
ENSG00000146909	2175	2425	2177	2586	2856	3244	1757	2163
ENSG00000146910	1	0	1	0	0	2	0	1
ENSG00000146918	500	774	749	1308	887	604	472	873
ENSG00000146926	0	3	0	0	0	0	1	0
ENSG00000146938	272	295	531	40	803	856	226	87
ENSG00000146950	1751	1340	2559	1150	2076	2124	1197	2003
ENSG00000146955	65	260	121	298	137	68	38	239
ENSG00000146963	8972	7038	10176	7226	9302	7509	7778	6009
ENSG00000146966	2754	556	4054	395	4042	3048	2530	797
ENSG00000147003	198	248	335	5586	84	247	66	55
ENSG00000147010	4418	3341	6674	3316	6581	4280	3949	3973
ENSG00000147027	4328	636	6614	794	5526	5506	3774	1981
ENSG00000147036	221	130	167	31	243	139	93	104
ENSG00000147041	262	346	214	247	190	167	95	54
ENSG00000147044	2645	6011	3213	6071	3481	2013	2251	3764
ENSG00000147050	3308	3543	3491	4200	2541	1916	1644	2258
ENSG00000147059	5	18	13	3	22	8	1	34
ENSG00000147065	61582	54981	71737	51893	78045	61756	59228	29250
ENSG00000147081	1	0	0	0	2	1	4	0
ENSG00000147082	73	51	92	52	59	83	76	27
ENSG00000147099	1379	2688	1521	1770	1541	1418	1031	1820
ENSG00000147100	740	416	2143	525	2078	1198	976	2066
ENSG00000147113	1562	1063	3018	763	3390	1727	2127	891
ENSG00000147117	0	2	28	24	31	9	3	5
ENSG00000147118	920	1441	1699	1027	1576	895	477	1340
ENSG00000147119	349	313	732	480	862	373	386	369
ENSG00000147121	1364	1209	1468	1301	1477	1423	1093	2848
ENSG00000147123	2823	6076	2954	4394	2722	2100	2935	2847
ENSG00000147124	1492	1530	1710	1373	2038	1429	1027	1744
ENSG00000147127	50	45	45	37	53	38	24	52
ENSG00000147130	2551	7650	6143	7570	5505	2859	1761	6492
ENSG00000147133	4006	4753	4648	5267	5617	4296	2541	4647
ENSG00000147138	181	41	603	584	1514	404	269	260
ENSG00000147140	15651	26734	19932	32246	20532	16245	13075	23733
ENSG00000147144	1592	3679	2022	2949	1789	1373	1388	3656
ENSG00000147145	3	11	27	10	25	4	8	11
ENSG00000147155	2642	2133	2114	2566	2112	1187	1559	918
ENSG00000147160	104	0	33	2	3	13	21	0
ENSG00000147162	27259	21051	23795	19498	28966	18105	14043	18443
ENSG00000147164	3060	3872	3670	4147	3960	2731	2435	2094
ENSG00000147166	77	154	79	93	61	71	48	62
ENSG00000147168	2893	610	3767	2415	7220	2051	3133	1261
ENSG00000147174	501	336	294	230	418	235	434	544
ENSG00000147180	259	593	470	143	743	428	198	218
ENSG00000147183	0	0	5	1	4	0	3	0
ENSG00000147202	2409	2523	3218	1874	3625	2248	2024	1481
ENSG00000147206	1255	34	1581	41	859	1448	693	72
ENSG00000147223	14	6	5	4	2	4	3	34
ENSG00000147224	1800	1524	2669	2538	2312	1798	1939	1445
ENSG00000147231	1359	40	777	106	569	551	668	144
ENSG00000147234	93	328	140	53	283	61	87	33
ENSG00000147246	0	0	2	0	1	14	0	0
ENSG00000147251	2944	380	2935	2442	4482	2237	2146	1717
ENSG00000147255	13	90	52	5	15	40	7	2
ENSG00000147256	0	3	2	0	0	0	1	0
ENSG00000147257	7614	619	13848	801	12219	4281	13498	8250
ENSG00000147262	0	0	0	5	0	1	0	0
ENSG00000147274	15014	20138	13395	14773	15853	13781	11445	13187
ENSG00000147316	1328	1468	1921	1334	2172	1469	1106	955
ENSG00000147324	7373	4395	3766	3170	5558	4737	6034	3087
ENSG00000147364	3243	3864	3351	1792	3072	2238	2111	1524
ENSG00000147378	8	3	3	9	19	5	10	15
ENSG00000147381	0	0	0	0	0	1	0	0
ENSG00000147383	1350	2974	1330	1582	1284	980	1015	611
ENSG00000147394	2625	5650	3079	2666	3196	2154	2164	1331
ENSG00000147400	2194	5094	6781	3403	2607	1694	1998	1870
ENSG00000147403	54266	109549	61207	105653	69697	47780	65842	65693
ENSG00000147408	1122	1925	2833	859	3475	1937	1978	941
ENSG00000147416	10686	7025	8973	6469	13663	7691	7046	4530
ENSG00000147419	1834	3133	2775	1291	2512	1483	1447	1315
ENSG00000147421	479	431	183	346	530	553	186	309
ENSG00000147432	0	0	18	5	0	0	1	0
ENSG00000147434	11	21	19	34	11	6	0	17
ENSG00000147437	409	487	447	129	432	339	323	234
ENSG00000147439	2156	3211	2048	1164	1635	1453	2057	1187
ENSG00000147443	4137	517	2981	1008	4906	1914	2384	850
ENSG00000147454	10468	32635	5653	7966	6124	6548	8794	2299
ENSG00000147457	3114	4929	3705	3417	4082	2874	2539	1881
ENSG00000147459	7262	9672	3681	3998	4876	3819	4495	3801
ENSG00000147465	55	36	31	39	49	14	32	16
ENSG00000147471	3197	2671	4059	2361	4164	2623	2486	1418
ENSG00000147475	3031	5397	5382	6167	4853	2732	2444	1811
ENSG00000147481	1	0	4	0	0	2	0	0
ENSG00000147485	54	60	138	126	93	65	24	53
ENSG00000147488	5	18	18	53	23	18	1	25
ENSG00000147509	17	19	12	157	12	19	9	19
ENSG00000147526	35166	6089	20942	5222	31284	30656	21520	10590
ENSG00000147533	3333	3325	3921	2743	4607	2820	3189	1791
ENSG00000147535	3105	5874	3676	6058	2513	1854	2094	3566
ENSG00000147536	123	211	161	776	242	112	104	230
ENSG00000147548	6038	8148	6871	5313	7640	5357	4184	3993
ENSG00000147570	236	37	231	117	396	124	166	149
ENSG00000147571	2	0	17	2	0	0	1	1
ENSG00000147573	6	18	117	25	25	8	12	259
ENSG00000147576	1277	1414	1780	219	1396	1662	887	380
ENSG00000147586	1101	1711	1249	1382	1004	1338	1009	714
ENSG00000147588	7	0	13	1	21	3	3	0
ENSG00000147592	1094	1285	1247	3653	1457	1995	872	1469
ENSG00000147596	0	0	0	0	0	0	0	0
ENSG00000147601	1339	1168	2282	1398	2343	1994	1303	1055
ENSG00000147604	40456	57553	39675	52260	38388	42252	40181	32235
ENSG00000147606	46	41	54	30	55	46	54	27
ENSG00000147613	2	0	0	0	2	0	3	0
ENSG00000147614	620	139	320	153	134	148	38	101
ENSG00000147642	841	3807	1255	302	2287	1624	965	627
ENSG00000147647	26	10	162	28	53	41	10	22
ENSG00000147649	8025	9699	9848	10991	12469	9590	6570	6256
ENSG00000147650	883	1241	1182	365	1101	856	658	838
ENSG00000147654	2211	1941	2382	1342	2259	1930	1841	876
ENSG00000147655	368	51	1795	82	775	403	464	260
ENSG00000147669	2892	2566	2623	1988	2432	2553	2802	1588
ENSG00000147676	18907	18375	14749	26642	13423	22069	14898	10095
ENSG00000147677	10222	12256	11387	19763	12613	13236	9823	9591
ENSG00000147679	1115	1120	1520	1769	1831	1980	1022	841
ENSG00000147684	4864	7368	4030	4886	4549	5628	4125	3752
ENSG00000147687	942	1391	1164	906	1107	1515	848	741
ENSG00000147689	2	2036	243	6895	94	495	4	732
ENSG00000147697	98	1097	143	127	55	425	64	584
ENSG00000147724	12	22	3	10	7	4	7	7
ENSG00000147753	0	0	0	0	0	0	0	0
ENSG00000147761	0	0	0	0	0	0	0	0
ENSG00000147789	1968	2797	2660	2955	2479	2669	1453	1598
ENSG00000147799	628	3038	2996	2549	949	1415	456	1551
ENSG00000147804	1191	4346	1207	7733	1316	3755	1007	1255
ENSG00000147813	3069	9051	4197	9906	2820	4382	1859	1725
ENSG00000147852	2767	2677	3918	496	2699	2133	2353	2638
ENSG00000147853	6623	9508	7145	5281	7190	5768	4911	5630
ENSG00000147854	2360	2608	3680	2788	4428	3155	2261	3213
ENSG00000147862	6844	9961	9215	5403	10054	7241	5948	5094
ENSG00000147869	2	0	20	2	2	2	1	7
ENSG00000147872	5278	1899	4578	5353	8627	8444	7739	2639
ENSG00000147873	2	1	3	0	5	9	10	2
ENSG00000147874	911	1097	1435	2509	1851	1294	813	1145
ENSG00000147883	6054	2203	5264	4825	4364	3001	3778	1907
ENSG00000147885	0	0	0	0	0	0	0	0
ENSG00000147889	235	3896	492	1615	365	224	184	869
ENSG00000147894	2818	996	3126	2459	2861	1803	1832	879
ENSG00000147896	2	0	0	0	1	2	1	0
ENSG00000147905	1052	1658	1560	3036	1651	959	959	1513
ENSG00000147912	848	932	1116	566	1111	613	571	673
ENSG00000147955	1951	4554	2986	8011	2975	1898	1703	1625
ENSG00000147996	756	672	541	627	684	756	821	555
ENSG00000148019	862	896	1569	1236	1592	1163	842	951
ENSG00000148053	419	984	3033	236	11072	9943	778	65
ENSG00000148057	466	597	679	263	588	391	475	152
ENSG00000148082	3159	2164	1706	1144	3398	764	1793	1103
ENSG00000148090	846	1277	1177	525	1284	864	811	534
ENSG00000148110	5348	4632	6918	6652	6746	4382	4662	3317
ENSG00000148120	4063	3922	2925	1623	2302	2208	3056	1296
ENSG00000148123	315	170	586	185	207	447	104	112
ENSG00000148136	0	0	0	0	0	0	0	0
ENSG00000148143	1661	1502	2026	3323	2612	2018	830	2118
ENSG00000148153	1948	2818	2392	2072	2622	1925	1321	1847
ENSG00000148154	9391	3569	5080	7483	6533	5998	8365	6094
ENSG00000148156	3	5	2	0	3	0	2	0
ENSG00000148158	10719	7114	7548	3598	10673	8502	6147	4803
ENSG00000148175	36866	15438	39187	7570	47700	46733	37026	14206
ENSG00000148180	34677	84867	52222	23173	76490	28754	31251	21032
ENSG00000148187	2610	3718	3447	3188	3034	3213	1978	1728
ENSG00000148200	1119	1639	852	971	1009	847	818	925
ENSG00000148204	25	18	35	32	100	21	15	19
ENSG00000148215	0	4	0	0	2	2	0	0
ENSG00000148218	3943	7433	5547	5704	5462	4150	3414	2674
ENSG00000148219	121	391	311	189	272	176	129	274
ENSG00000148225	198	857	770	1077	589	435	199	317
ENSG00000148229	2220	3451	3152	4594	3146	2606	2456	1881
ENSG00000148248	15597	29061	13758	28900	15941	13600	13578	11671
ENSG00000148288	850	1375	1162	1614	1952	930	483	990
ENSG00000148290	2105	4036	2240	2549	2064	1481	2165	1294
ENSG00000148291	595	1816	778	1099	635	692	520	270
ENSG00000148296	2041	4984	3114	5345	3389	3081	1668	1794
ENSG00000148297	2231	3800	4017	3549	3890	2479	1514	1843
ENSG00000148300	1082	2088	1681	2273	1990	1495	960	973
ENSG00000148303	40297	73345	44477	92328	46440	37179	40441	30841
ENSG00000148308	2796	5047	3775	3311	4025	2639	2513	2057
ENSG00000148331	2510	7103	2872	3696	3216	2842	2178	1917
ENSG00000148334	2046	7275	2548	5495	2723	2307	1562	2284
ENSG00000148335	1102	4890	1226	2278	1365	1437	1099	1083
ENSG00000148337	5479	11074	8451	9006	9744	7447	4940	4771
ENSG00000148339	12437	4055	2952	3210	5712	6683	20321	1464
ENSG00000148341	7828	15589	8210	6019	7351	4731	5207	4108
ENSG00000148343	2157	5658	2666	2240	3001	2151	1419	2053
ENSG00000148344	361	1867	678	5883	733	578	295	287
ENSG00000148346	2835	4276	14482	12431	241	1034	2551	1789
ENSG00000148356	2007	3034	2933	3583	3019	1792	1555	1952
ENSG00000148357	700	476	2911	229	1964	1425	1234	391
ENSG00000148358	8462	11455	12124	11956	11256	7660	6519	6444
ENSG00000148362	2111	5181	2909	2283	2996	2305	1854	1960
ENSG00000148377	240	238	182	193	271	251	414	84
ENSG00000148384	2964	5256	4406	2762	3878	2899	2185	1673
ENSG00000148386	0	155	19	1	0	0	0	0
ENSG00000148396	14240	22302	14136	22654	14332	12306	10246	13006
ENSG00000148399	1460	3013	2371	1740	2525	1942	1391	2143
ENSG00000148400	9567	6962	21330	9217	16649	11888	11097	5136
ENSG00000148408	13	2	53	5	64	4	4	10
ENSG00000148411	4904	5125	6319	4279	5433	3830	3690	2231
ENSG00000148426	1376	1136	1629	2757	2338	1652	1541	841
ENSG00000148429	2223	1722	2089	4108	2438	2227	1894	1618
ENSG00000148444	1854	2531	2522	1358	2380	1524	1391	2096
ENSG00000148450	1226	2855	1490	626	1321	996	1107	857
ENSG00000148459	333	339	461	517	380	356	272	243
ENSG00000148468	1227	640	3523	458	2228	1724	1576	498
ENSG00000148481	1928	2137	2377	1156	2133	1527	1592	947
ENSG00000148482	25	5	11	8	41	30	8	0
ENSG00000148483	227	88	288	91	607	206	102	103
ENSG00000148484	5098	3439	6968	4832	7719	4678	4191	3535
ENSG00000148488	1997	168	3388	103	3542	4598	1673	140
ENSG00000148498	3323	4019	4262	5792	4545	3599	3276	2541
ENSG00000148513	0	0	0	0	0	0	0	0
ENSG00000148516	4294	979	5342	1374	5578	5576	2416	2495
ENSG00000148541	1193	262	2371	301	2643	1910	778	703
ENSG00000148572	1718	1433	1486	1454	1786	1027	1365	970
ENSG00000148584	0	7	4	1	1	6	1	5
ENSG00000148600	108	12	217	58	342	92	58	17
ENSG00000148602	0	0	1	0	3	3	0	0
ENSG00000148604	4	5	31	9	23	11	34	0
ENSG00000148606	1467	2552	2181	3055	2635	1719	1003	2374
ENSG00000148634	3367	3512	3935	3287	4858	3820	2449	2953
ENSG00000148655	984	928	790	170	679	548	603	452
ENSG00000148660	3524	7767	6529	6896	5933	3880	2749	4308
ENSG00000148671	11220	8272	10895	2657	8929	7154	15343	510
ENSG00000148672	10455	8790	12509	13987	12000	10010	9674	5415
ENSG00000148677	13758	41	1680	159	2483	8090	3840	217
ENSG00000148680	25	11	78	55	88	48	25	29
ENSG00000148688	952	1253	1240	1081	1310	893	853	889
ENSG00000148690	1174	1433	1613	1221	1396	1070	1100	1026
ENSG00000148700	6335	6806	10662	4285	12059	6808	4710	2564
ENSG00000148702	117	693	289	580	51	155	22	1274
ENSG00000148704	0	0	0	0	5	0	0	0
ENSG00000148719	4666	6713	4803	3628	5550	4127	3991	2723
ENSG00000148730	12331	12814	13759	7087	16514	11234	8342	8606
ENSG00000148734	109	33	133	116	202	147	103	24
ENSG00000148735	144	239	9207	3346	1191	1292	49	3110
ENSG00000148737	3131	3121	4878	2625	5327	3013	2836	3186
ENSG00000148773	229	323	634	6083	1097	266	193	1568
ENSG00000148795	82	91	305	27	108	39	69	21
ENSG00000148798	1	4	11	48	9	7	1	8
ENSG00000148803	809	201	575	204	849	486	575	461
ENSG00000148814	571	1936	1313	906	1159	505	351	1242
ENSG00000148824	2309	5410	2663	1993	2979	3116	1297	3963
ENSG00000148826	401	415	327	106	241	216	385	84
ENSG00000148832	467	686	569	319	685	366	303	629
ENSG00000148834	6083	3078	4584	3202	4993	3057	3782	1666
ENSG00000148835	350	504	498	561	747	529	408	368
ENSG00000148840	11013	5040	4002	9554	6274	11036	12028	4905
ENSG00000148841	7638	1335	5755	1304	7556	8376	10571	1806
ENSG00000148842	6816	9229	7271	6028	6474	5200	5522	5459
ENSG00000148843	2562	5224	3449	7463	3681	3928	1847	3215
ENSG00000148848	159	115	489	2364	587	231	136	1447
ENSG00000148908	868	689	1411	7159	2482	864	991	1469
ENSG00000148925	1693	1856	2182	2419	1984	1604	1451	1364
ENSG00000148926	2550	221	1695	622	3045	8395	5426	846
ENSG00000148935	211	59	219	1069	218	232	88	52
ENSG00000148942	4	83	8	32	17	12	13	11
ENSG00000148943	2772	3717	2552	2661	3151	2532	1856	2005
ENSG00000148948	71	39	155	71	152	70	268	80
ENSG00000148950	281	666	336	238	248	233	243	235
ENSG00000148965	35	6	76	461	1	2	6	4
ENSG00000148985	1683	3430	2794	2965	2566	1535	1694	1434
ENSG00000149016	1722	4029	3231	3537	2693	1510	1074	1456
